`,Season,Year,Camera,Latitude,Longitude,Date_Deployed,Date_Stopped,Habitat,Folder,Photo_num,Date,Temp_C,Time,Species,Amount,Notes
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170232,8/17/2018,16,1:04:10,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170235,8/17/2018,16,1:14:10,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170238,8/17/2018,16,1:44:58,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170247,8/17/2018,15,3:29:35,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170283,8/17/2018,16,23:22:31,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170292,8/17/2018,16,23:35:14,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8180343,8/18/2018,16,8:20:18,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8180297,8/18/2018,16,0:42:54,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8180310,8/18/2018,15,2:38:58,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8180313,8/18/2018,15,3:33:22,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8180340,8/18/2018,15,5:55:05,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8180382,8/18/2018,15,21:41:56,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8180388,8/18/2018,15,21:58:24,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8180421,8/18/2018,15,23:23:26,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8190469,8/19/2018,16,21:24:46,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8190493,8/19/2018,15,23:14:42,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8190496,8/19/2018,15,23:48:27,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8200544,8/20/2018,15,4:26:41,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8200562,8/20/2018,15,5:33:09,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8200565,8/20/2018,15,8:05:31,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8200568,8/20/2018,16,9:42:14,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8210644,8/21/2018,15,4:52:47,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8210673,8/21/2018,15,23:46:21,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8220718,8/22/2018,16,9:21:04,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8230769,8/23/2018,12,5:16:02,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8230775,8/23/2018,22,12:11:01,rodent,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8240409-8240414,8/24/2018,21,11:10:37,rodent,1,Sciurus griseus
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8240826,8/24/2018,17,9:05:38,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8240829,8/24/2018,21,9:53:06,rodent,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260469-8260471,8/26/2018,17,9:56:54,rodent,1,Sciurus griseus
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270922,8/27/2018,11,4:32:52,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270925,8/27/2018,13,8:03:23,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270928,8/27/2018,13,8:07:13,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8280952,8/28/2018,11,4:17:22,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8280964,8/28/2018,16,20:36:51,rodent,1,looking at the transition from opossum to mouse is funny here!
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8290580-8290582,8/29/2018,20,9:04:37,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8010033-8020054,8/1/18-8/2/18,15,20:47:18,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8010033-8020054,8/1/18-8/2/18,15,20:48:52,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8010033-8020054,8/1/18-8/2/18,15,21:51:28,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8010033-8020054,8/1/18-8/2/18,13,0:16:29,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8110484-8120507,8/11/18-8/12/18,15,23:31:48,rodent,2,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8020076-8030096,8/2/18-8/3/18,15,22:18:27,rodent,1,mouse playing on log
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8020076-8030096,8/2/18-8/3/18,15,22:29:35,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8020076-8030096,8/2/18-8/3/18,15,0:18:31,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8020076-8030096,8/2/18-8/3/18,13,2:54:51,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8020076-8030096,8/2/18-8/3/18,13,3:11:10,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050205-8060243,8/5/18-8/6/18,13,23:54:41,rodent,1,mice
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050205-8060243,8/5/18-8/6/18,13,0:01:04,rodent,2,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050205-8060243,8/5/18-8/6/18,13,0:26:50,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050205-8060243,8/5/18-8/6/18,13,0:29:22,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050205-8060243,8/5/18-8/6/18,13,0:30:24,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050205-8060243,8/5/18-8/6/18,13,0:52:59,rodent,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170142-8170144,8/17/2018,15,5:46:59,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170148-8170153,8/17/2018,20,8:33:43,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8190244-8190246,8/19/2018,16,19:51:23,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8190250-8190252,8/19/2018,15,23:24:44,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8210271-8210282,8/21/2018,15,6:02:06,Sylvilagus bachmani,2,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8210295-8210300,8/21/2018,13,11:21:01,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8210295-8210300,8/21/2018,13,23:25:22,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8220301-8220303,8/22/2018,15,6:07:46,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8220310-8220315,8/22/2018,16,19:46:47,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8220316-8220318,8/22/2018,15,19:52:11,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8220328-8220330,8/22/2018,12,23:19:34,Sylvilagus bachmani,1,same spot on left
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8230359-8230360,8/23/2018,16,19:46:57,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8240361-8240369,8/24/2018,12,4:07:04,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8240439-8240441,8/24/2018,17,19:52:10,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8240436-8240441,8/24/2018,20,22:39:00,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8250451-8250456,8/25/2018,15,5:05:47,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8250460-8250465,8/25/2018,15,5:08:41,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8250460-8250465,8/25/2018,15,5:10:36,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8250655-8250714,8/25/2018,17,21:46:34,Sylvilagus bachmani,2,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260451-820453,8/26/2018,16,9:34:19,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260466-8260468,8/26/2018,16,9:46:31,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270481-8270486,8/27/2018,10,3:30:04,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270493-8270495,8/27/2018,10,4:59:41,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8280520-8280522,8/28/2018,10,5:12:29,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,102EK113,8280412-8280420,8/28/2018,13,1:19:52,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,102EK113,8280412-8280420,8/28/2018,13,1:21:09,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,102EK113,8280424-8280426,8/28/2018,12,6:34:31,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8290553-8290558,8/29/2018,11,3:38:49,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8290553-8290558,8/29/2018,11,3:44:56,Sylvilagus bachmani,2,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8290559-8290564,8/29/2018,10,6:08:03,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,102EK113,8290754-8290771,8/29/2018,16,0:30:33,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,102EK113,8290754-8290771,8/29/2018,15,0:48:41,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,102EK113,8290754-8290771,8/29/2018,15,0:55:46,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,102EK113,9130145-9130153,9/13/2018,15,9:04:04,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,102EK113,9130145-9130153,9/13/2018,15,9:07:45,Sylvilagus bachmani,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8140073-8140075,14-Aug,17,19:59:52,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8230028-8240054,8/23/18-8/24/18,17,23:38:20,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8230028-8240054,8/23/18-8/24/18,17,0:07:23,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8230028-8240054,8/23/18-8/24/18,17,0:16:33,Sylvilagus bachmani,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8230028-8240054,8/23/18-8/24/18,17,0:18:03,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,8290037-8300051,8/29/18-8/30/18,16,23:29:09,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,8290037-8300051,8/29/18-8/30/18,16,23:32:08,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,8290037-8300051,8/29/18-8/30/18,12,2:37:40,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,8300163-8310201,8/30/18-8/31/18,20,23:03:20,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,8300163-8310201,8/30/18-8/31/18,17,1:30:20,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,8300163-8310201,8/30/18-8/31/18,17,1:31:11,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,8300163-8310201,8/30/18-8/31/18,17,1:32:40,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,8300163-8310201,8/30/18-8/31/18,13,5:20:45,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,102EK113,9160865-9170879,9/16/18-9/17/18,12,23:46:55,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,102EK113,9160865-9170879,9/16/18-9/17/18,12,0:29:26,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,102EK113,9160865-9170879,9/16/18-9/17/18,12,0:30:43,Sylvilagus bachmani,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,102EK113,9160865-9170879,9/16/18-9/17/18,12,0:55:30,Sylvilagus bachmani,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12180628,12/18/2018,3,5:52:37,Lynx rufus,1,bobcat!!! great pic
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,7280010-7280012,7/28/2018,15,0:37:30,Lynx rufus,1,CHECK if it is a bobcat...tail is short but dont see spots on hind leg...could be red fox cause tail tip is white-ish?
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,7290013-7290015,7/29/2018,11,7:10:25,Lynx rufus,1,bobcat
Sedg,summer,2018,16.1,"34 42' 39.3"" N","120 02' 23.9"" W",7/25/2018,8/10/2018,reserve-natural,100EK113,8050073-8050075,8/5/2018,21,20:54:29,Lynx rufus,1,I think bobcat cause tail tip does not look bushy and is black
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,9030259-9030264,9/3/2018,21,10:15:15,Lynx rufus,1,
Sedg,summer,2018,16.2,"34 42' 39.3"" N","120 02' 23.9"" W",8/10/2018,9/7/2018,reserve-natural,100EK113,9070277-9070282,9/7/2018,11,3:26:29,Lynx rufus,1,
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12250733,12/25/2018,10,12:28:06,Lynx rufus,1,bobcat!!! great pic
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12250742,12/25/2018,10,20:17:14,Lynx rufus,1,great pic of bobcat crouching 744
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12270774,12/27/2018,8,20:47:52,Lynx rufus,1,
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12280796,12/28/2018,1,23:13:22,Lynx rufus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,1050895,1/5/2019,11,14:44:39,Lynx rufus,1,bobcat!!!!!
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1090077,1/9/2019,10,2:44:40,Lynx rufus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1160151,1/16/2019,15,16:03:28,Lynx rufus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1170280,1/17/2019,11,18:49:55,Lynx rufus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1200337,1/20/2019,12,17:57:13,Lynx rufus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1220354,1/22/2019,7,7:36:18,Lynx rufus,1,
Sedg,winter,2019,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,101EK113,1240424,1/24/2019,10,1:27:40,Lynx rufus,1,BOBCAT DURING THE DAY
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2060085,2/6/2019,10,12:47:50,Lynx rufus,1,"BOBCAT DURING THE DAY, 2060090 great pic"
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2070091,2/7/2019,-1,3:11:30,Lynx rufus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2090117,2/9/2019,5,20:12:48,Lynx rufus,1,2090118 great pic
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2120129,2/12/2019,10,23:51:55,Lynx rufus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2130142,2/13/2019,12,19:50:25,Lynx rufus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2170154,2/17/2019,5,2:53:50,Lynx rufus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2180157,2/18/2019,10,12:27:19,Lynx rufus,1,BOBCAT DURING THE DAY
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2210256,2/21/2019,5,19:49:04,Lynx rufus,1,good pic 2210259
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2250322,2/25/2019,3,22:09:40,Lynx rufus,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3030418,3/3/2019,15,15:38:36,Lynx rufus,1,BOBCAT DURING THE DAY
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12230683,12/23/2018,5,2:36:39,Mephitis mephitis,1,not sure if it is spotted or striped
Sedg,winter,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12250750,12/25/2018,10,21:22:15,Mephitis mephitis,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2130133,2/13/2019,10,0:51:10,Mephitis mephitis,1,
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,2270358,2/27/2019,11,18:23:57,Mephitis mephitis,1,good pic
Sedg,winter,2019,16.4,"34 42' 39.3"" N","120 02' 23.9"" W",1/26/2019,3/16/2019,reserve-natural,none,3010401,3/1/2019,11,20:43:27,Mephitis mephitis,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,11230400,11/23/2018,3,5:40:02,Odocoileus hemionus,1,
Sedg,fall,2018,16.3,"34 42' 39.3"" N","120 02' 23.9"" W",11/3/2018,1/26/2019,reserve-natural,100EK113,12050508,12/5/2018,12,15:19:17,Odocoileus hemionus,1,mule deer great pics! approaches camera
